id,district
1,6
2,6
3,6
4,6
5,6
6,6
7,6
8,5
9,5
10,5
11,5
12,5
13,5
14,5
15,5
16,5
17,5
18,5
19,8
20,8
21,8
22,8
23,8
24,8
25,6
26,6
27,6
28,6
29,6
30,6
31,6
32,5
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,8
44,8
45,8
46,8
47,8
48,8
49,6
50,6
51,6
52,6
53,6
54,6
55,5
56,5
57,5
58,5
59,5
60,5
61,5
62,5
63,5
64,8
65,8
66,8
67,8
68,8
69,8
70,8
71,8
72,8
73,6
74,6
75,6
76,6
77,6
78,6
79,5
80,5
81,5
82,5
83,5
84,5
85,5
86,5
87,5
88,8
89,8
90,8
91,8
92,8
93,8
94,8
95,8
96,8
97,6
98,6
99,6
100,6
101,6
102,6
103,6
104,5
105,5
106,5
107,5
108,5
109,5
110,5
111,5
112,8
113,8
114,8
115,8
116,8
117,8
118,8
119,8
120,8
121,6
122,6
123,6
124,6
125,6
126,6
127,6
128,5
129,5
130,5
131,5
132,5
133,5
134,5
135,5
136,8
137,8
138,8
139,8
140,8
141,8
142,8
143,8
144,8
145,6
146,6
147,6
148,6
149,6
150,6
151,5
152,5
153,5
154,5
155,5
156,5
157,4
158,5
159,5
160,8
161,8
162,8
163,1
164,8
165,8
166,8
167,8
168,8
169,6
170,6
171,6
172,6
173,6
174,6
175,5
176,5
177,5
178,5
179,4
180,4
181,4
182,8
183,8
184,8
185,8
186,8
187,1
188,8
189,8
190,1
191,8
192,8
193,6
194,6
195,6
196,6
197,6
198,6
199,5
200,5
201,5
202,4
203,4
204,4
205,4
206,4
207,4
208,4
209,1
210,1
211,1
212,8
213,8
214,1
215,1
216,8
217,7
218,6
219,6
220,6
221,6
222,6
223,4
224,5
225,5
226,4
227,4
228,4
229,4
230,4
231,4
232,4
233,1
234,1
235,1
236,8
237,8
238,8
239,1
240,1
241,7
242,7
243,6
244,6
245,6
246,6
247,4
248,4
249,4
250,4
251,4
252,4
253,4
254,4
255,4
256,4
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,7
266,7
267,7
268,6
269,6
270,6
271,4
272,4
273,4
274,4
275,4
276,4
277,4
278,4
279,4
280,4
281,4
282,4
283,1
284,1
285,1
286,1
287,1
288,1
289,7
290,7
291,7
292,7
293,7
294,6
295,2
296,4
297,4
298,4
299,4
300,4
301,4
302,4
303,4
304,4
305,4
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,7
314,7
315,7
316,7
317,7
318,2
319,2
320,4
321,4
322,4
323,4
324,4
325,4
326,4
327,4
328,4
329,4
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,7
338,7
339,7
340,7
341,7
342,7
343,2
344,4
345,4
346,4
347,4
348,2
349,2
350,4
351,4
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,7
362,7
363,7
364,7
365,7
366,7
367,2
368,4
369,2
370,2
371,2
372,2
373,2
374,2
375,4
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,7
386,7
387,7
388,7
389,7
390,7
391,2
392,4
393,2
394,2
395,2
396,2
397,2
398,2
399,4
400,3
401,3
402,3
403,3
404,1
405,1
406,1
407,1
408,1
409,7
410,7
411,7
412,7
413,7
414,7
415,2
416,2
417,2
418,2
419,2
420,2
421,2
422,2
423,3
424,3
425,3
426,3
427,3
428,3
429,3
430,1
431,1
432,1
433,7
434,7
435,7
436,7
437,2
438,7
439,2
440,2
441,2
442,2
443,2
444,2
445,2
446,3
447,3
448,3
449,3
450,3
451,3
452,3
453,3
454,1
455,1
456,1
457,7
458,7
459,7
460,7
461,2
462,2
463,2
464,2
465,2
466,2
467,2
468,2
469,3
470,3
471,3
472,3
473,3
474,3
475,3
476,3
477,3
478,3
479,1
480,1
481,7
482,7
483,7
484,7
485,7
486,7
487,2
488,2
489,2
490,2
491,2
492,2
493,2
494,3
495,3
496,3
497,3
498,3
499,3
500,3
501,3
502,3
503,3
504,1
505,7
506,7
507,7
508,7
509,7
510,7
511,2
512,2
513,2
514,2
515,2
516,2
517,2
518,2
519,3
520,3
521,3
522,3
523,3
524,3
525,3
526,3
527,3
528,3
529,7
530,7
531,7
532,7
533,7
534,7
535,2
536,2
537,2
538,2
539,2
540,2
541,2
542,2
543,3
544,3
545,3
546,3
547,3
548,3
549,3
550,3
551,3
552,3
553,7
554,7
555,7
556,7
557,7
558,7
559,2
560,2
561,2
562,2
563,2
564,2
565,3
566,3
567,3
568,3
569,3
570,3
571,3
572,3
573,3
574,3
575,3
576,3
